1,Mien Bac,08/10/2022,"94309","45465","82813, 94520","95939, 36043, 04874, 02787, 78555, 90593","1804, 6793, 2893, 8197","2179, 9142, 5758, 7134, 2092, 2071","965, 316, 142","24, 33, 55, 14","-",da quet
2,Ho Chi Minh,08/10/2022,"152369","37974","25882","98995, 94375","04094, 83833, 87885, 01413, 98629, 28727, 69366","7299","9856, 1389, 4795","638","96",da quet
3,Long An,08/10/2022,"664499","67300","26157","60530, 65865","44713, 66278, 01232, 04271, 39185, 13287, 80972","0926","6921, 3560, 6235","477","73",da quet
4,Binh Phuoc,08/10/2022,"722368","66515","96987","50435, 20772","55149, 56671, 66142, 99712, 09338, 67730, 90173","5104","9533, 7288, 0911","259","09",da quet
5,Hau Giang,08/10/2022,"519482","59113","48897","30041, 39324","20336, 55797, 97460, 32645, 40366, 39169, 40820","1746","3480, 1842, 8028","842","80",da quet
6,Da Nang,08/10/2022,"630030","64082","52546","36370, 24333","66319, 38996, 15926, 47387, 57733, 59807, 71373","4232","3304, 8628, 6708","208","86",da quet
7,Quang Ngai,08/10/2022,"353473","15634","43404","59941, 16026","46915, 98900, 25773, 84879, 47426, 08272, 23313","6317","7727, 5366, 2212","921","59",da quet
8,Dak Nong,08/10/2022,"829885","47925","67878","19817, 19473","02153, 75203, 83167, 56471, 37417, 98780, 81212","8142","1422, 6377, 3654","085","18",da quet
