1,Mien Bac,28/10/2022,"32041","41193","72370, 38138","42725, 18203, 90049, 56996, 58750, 01486","7646, 1883, 4831, 0453","1211, 2649, 0096, 9803, 7958, 5730","766, 222, 545","62, 12, 05, 49","-",da quet
2,Vinh Long,28/10/2022,"788536","98108","21752","24304, 06836","85025, 87282, 75694, 30699, 48561, 17395, 83484","7708","2164, 3228, 2274","693","70",da quet
3,Binh Duong,28/10/2022,"448938","82776","53835","33377, 49893","82115, 40841, 80131, 64784, 71966, 15524, 64083","6858","9361, 4899, 6893","427","33",da quet
4,Tra Vinh,28/10/2022,"794280","33257","48016","73291, 83569","53119, 34671, 73649, 80830, 39418, 10701, 92437","5550","5652, 2179, 8800","458","74",da quet
5,Gia Lai,28/10/2022,"303758","23446","64546","52103, 90069","46139, 09730, 66056, 91482, 32697, 37976, 83333","8553","5063, 7490, 0790","915","46",da quet
6,Ninh Thuan,28/10/2022,"132304","77447","61656","02111, 96699","42517, 69821, 56387, 93542, 78449, 95100, 95213","5668","9393, 4853, 9530","160","08",da quet
