1,Mien Bac,06/10/2022,"26450","99472","09283, 07481","63796, 53170, 80934, 22592, 80331, 56633","8859, 0728, 2446, 9170","6729, 9347, 5965, 8975, 1178, 5625","026, 289, 267","80, 66, 17, 78","-",da quet
2,Tay Ninh,06/10/2022,"843552","78554","16114","15102, 51730","30071, 70935, 77392, 72096, 07865, 75575, 86984","9305","2913, 8904, 3492","502","99",da quet
3,An Giang,06/10/2022,"651648","83313","09530","58320, 42449","61960, 11375, 26740, 66420, 30501, 51394, 80307","6002","1038, 2833, 0466","564","84",da quet
4,Binh Thuan,06/10/2022,"456237","49893","82524","48792, 85777","09474, 54039, 76717, 18257, 92112, 54994, 44669","8738","7728, 4085, 6537","482","30",da quet
5,Quang Binh,06/10/2022,"494556","95636","53047","10355, 61093","78115, 03335, 88764, 63026, 40016, 23374, 82782","0166","4558, 6908, 0420","360","83",da quet
6,Binh Dinh,06/10/2022,"749896","47829","49650","56379, 19317","76426, 28085, 93438, 61616, 18769, 17902, 54057","3780","5900, 5461, 5999","305","87",da quet
7,Quang Tri,06/10/2022,"170966","79982","38512","99470, 46909","77936, 72768, 73234, 65922, 66964, 40731, 93358","3031","5305, 1326, 0644","960","99",da quet
