1,Mien Bac,03/11/2022,"66819","58970","81233, 87337","67364, 85138, 96320, 49873, 10652, 89668","8394, 8830, 8457, 0320","3125, 3132, 4645, 4147, 8339, 8043","111, 430, 454","22, 57, 54, 16","-",da quet
2,Tay Ninh,03/11/2022,"862273","17112","80688","79133, 28127","03823, 13206, 11951, 25648, 51546, 97273, 24595","3944","1064, 9243, 6360","196","72",da quet
3,An Giang,03/11/2022,"284450","94169","96146","85035, 38631","56899, 25311, 88747, 08912, 63739, 10885, 64841","8435","3359, 8674, 7119","311","49",da quet
4,Binh Thuan,03/11/2022,"738090","88379","99744","44034, 13186","65276, 14576, 37604, 13700, 00034, 28631, 21985","3289","9554, 3263, 7180","336","71",da quet
5,Quang Binh,03/11/2022,"162422","03862","70014","46132, 93191","05436, 69547, 33555, 22347, 92357, 69137, 96045","4007","9317, 5453, 7792","413","77",da quet
6,Binh Dinh,03/11/2022,"485958","13023","91966","36570, 63230","08850, 93011, 50389, 33259, 88576, 17368, 38559","9713","1641, 0981, 4101","227","16",da quet
7,Quang Tri,03/11/2022,"169790","24933","73356","93889, 16630","92679, 06902, 26678, 97593, 71971, 94235, 20320","9310","9073, 1257, 4915","572","64",da quet
