1,Mien Bac,12/09/2022,"55448","93409","19965, 60859","99851, 03123, 34167, 27971, 32321, 04504","9860, 0467, 9764, 1555","0828, 1089, 2239, 3967, 4868, 6380","668, 676, 301","32, 82, 40, 75","-",da quet
2,Ho Chi Minh,12/09/2022,"027780","75744","44296","96720, 44937","93135, 34023, 54249, 46537, 82560, 18913, 77984","2555","4275, 9622, 8680","089","10",da quet
3,Dong Thap,12/09/2022,"018594","29614","57847","43448, 49157","25281, 55320, 44188, 84517, 82939, 03618, 02459","0883","5953, 7360, 1046","813","47",da quet
4,Ca Mau,12/09/2022,"307071","57668","34142","06512, 53920","52099, 10935, 62813, 94269, 41205, 49427, 16259","9659","8147, 6440, 1630","354","27",da quet
5,Phu Yen,12/09/2022,"776593","66339","77371","11848, 47580","30924, 93865, 84624, 35384, 77024, 54551, 96023","1035","2399, 2477, 2263","528","87",da quet
6,Thua Thien Hue,12/09/2022,"572829","90115","11168","35304, 31805","41522, 43668, 91011, 86172, 63181, 33410, 83778","7592","4581, 7653, 7611","566","04",da quet
